CustomerID,Gender,Age,Country,Plan,ContractType,AutoRenew,TenureMonths,MonthlyCharges,Upgrades,Downgrades,IsPromoEligible,LoginsLast30d,SessionsPerUserLastMonth,PeakUsageTimeOfDay,ActiveDaysLastMonth,LastLoginDaysAgo,UsageTrend3m_Hours,AvgMonthlyUsageHours,SupportTicketsPerMonth,NPS,PaymentDelayDays,FailedPayments_12m,TotalSpend,Churn
C07183,M,60,Canada,Standard,Monthly,1,42.06,186.21,1,0,0,11,3.6,Evening,23,9,158.1,144.76,1,-49,0,1,9686.62,0
C07184,F,53,Germany,Standard,Quarterly,1,57.67,45.15,0,0,0,17,9.9,Evening,23,7,7.7,189.9,2,-15,4,0,2440.13,0
C07185,M,50,USA,Basic,Monthly,1,39.19,168.41,1,1,0,18,7.1,Morning,19,12,188.7,18.34,0,18,2,0,7648.15,0
C07186,M,60,Germany,Basic,Monthly,1,12.95,16.85,0,0,0,22,9.1,Morning,19,24,74.4,79.18,1,32,3,3,252.31,1
C07187,M,33,India,Premium,Monthly,1,31.75,58.48,0,2,0,20,7.3,Afternoon,20,23,150.6,163.88,0,46,2,1,1707.09,0
C07188,F,55,Canada,Basic,Annual,1,29.42,52.17,0,0,1,24,2,Afternoon,12,45,157.7,162.26,3,38,2,0,1425.65,0
C07189,F,28,Canada,Basic,Quarterly,1,8.86,12.79,0,0,1,28,8.2,Evening,8,19,199,36.39,2,11,5,2,150.46,1
C07190,F,25,USA,Standard,Quarterly,1,83.22,141.26,0,1,0,15,8.2,Night,16,31,108.9,121.39,3,-3,3,1,8673.99,0
C07191,M,69,India,Premium,Quarterly,1,13.9,166.22,1,2,0,27,0.8,Afternoon,29,25,26.1,101.29,0,5,2,0,2517.44,0
C07192,F,18,USA,Basic,Monthly,1,19.28,71.83,0,0,0,24,2.2,Morning,28,14,31.5,103.94,1,50,1,1,1381.15,0
C07193,F,31,USA,Standard,Monthly,1,51.07,124.1,0,2,0,17,9.2,Afternoon,17,18,91.3,190.14,1,39,1,0,4905.06,0
C07194,F,47,USA,Basic,Monthly,1,57.94,50.38,0,1,0,16,7,Evening,16,50,26.9,0.59,3,100,1,5,1623.02,0
C07195,M,38,Germany,Standard,Monthly,1,19.51,43.31,0,0,1,21,1.5,Night,14,61,195.7,23.12,2,-71,2,0,790.71,0
C07196,F,38,UK,Basic,Quarterly,1,12.16,87.58,0,0,1,20,7,Night,24,13,59.8,3.47,3,60,1,0,630.68,1
C07197,M,51,Germany,Basic,Monthly,1,20.88,41.65,0,1,1,23,0.4,Night,6,25,66.1,36.71,1,-11,4,2,1061.61,1
C07198,M,55,India,Basic,Annual,1,15.39,161.52,2,0,0,16,1.9,Evening,30,0,4.8,184.69,2,68,2,4,3138.41,0
C07199,F,43,USA,Standard,Monthly,0,45.66,57.25,2,2,0,16,10,Evening,17,25,64.6,153.65,3,-10,2,1,2806.63,0
C07200,M,58,USA,Basic,Quarterly,1,25.22,19.84,0,0,1,22,1.5,Morning,18,24,28.1,40.88,1,1,2,0,697.23,0
C07201,F,31,UK,Standard,Monthly,1,55.61,174.9,0,0,0,24,9.6,Night,7,14,35.4,19.57,0,-3,0,2,11149.17,1
C07202,M,57,Canada,Standard,Monthly,1,56.23,182.72,0,0,1,22,9.1,Evening,12,17,193.8,16.67,1,15,3,0,8821.81,0
C07203,F,52,USA,Premium,Quarterly,0,23.07,129.63,1,0,1,22,7.3,Evening,18,49,117.6,46.68,3,-14,3,2,2592.14,0
C07204,F,59,Germany,Standard,Monthly,1,61.38,33.08,0,0,0,14,7.8,Afternoon,10,26,40.5,200.11,2,31,4,1,2360.54,0
C07205,F,35,USA,Basic,Monthly,0,57.44,145.89,2,0,1,19,7.5,Evening,20,16,119.5,26.62,2,28,1,2,6240.32,0
C07206,M,37,India,Basic,Quarterly,1,19.67,40.7,1,2,0,26,0.5,Evening,30,21,103.1,32.04,4,-37,4,2,756.66,0
C07207,F,26,UK,Premium,Monthly,1,50.15,55.36,0,0,0,20,1.2,Night,17,1,182.2,114.42,1,-8,2,3,3616.67,0
C07208,M,58,Canada,Premium,Monthly,1,1.8,56.71,0,0,0,23,2.6,Morning,19,34,107.4,45.38,2,0,4,0,61.91,1
C07209,F,68,India,Basic,Monthly,0,17.45,156.92,4,1,0,19,6.6,Morning,20,35,84,63.59,1,76,1,2,2895.45,0
C07210,M,62,Germany,Standard,Monthly,1,14.58,22.27,0,1,1,32,0.5,Evening,28,43,121.6,186.63,4,6,2,3,273.09,0
C07211,M,50,India,Basic,Monthly,1,41.49,133.57,0,2,0,17,6.7,Evening,20,8,146.4,118.53,3,-62,0,2,5533.15,0
C07212,F,66,USA,Standard,Monthly,1,55.17,46.18,0,1,1,19,0.5,Night,30,40,124.6,59.55,1,24,1,3,2300.9,1
C07213,F,21,UK,Basic,Monthly,1,18.66,116.81,0,0,1,18,5.6,Evening,23,7,153.2,108.11,1,15,2,2,2554.49,0
C07214,F,21,USA,Basic,Annual,1,3.28,66.63,0,1,0,23,9.3,Evening,16,0,135.7,59.78,2,24,3,0,256.21,1
C07215,F,65,UK,Standard,Monthly,1,47.31,48.58,0,0,0,21,2.1,Night,25,27,163.8,19.92,3,54,1,2,2660.44,0
C07216,F,33,Germany,Premium,Monthly,1,31.93,144.98,0,1,0,14,3.8,Night,26,41,37.3,93.27,0,27,3,0,4697.54,0
C07217,M,64,India,Premium,Monthly,1,22.81,169.62,1,0,1,13,1.2,Morning,25,0,192.2,81.23,3,5,3,2,2767.57,0
C07218,F,43,UK,Basic,Quarterly,1,15.11,180.54,0,1,0,23,8.2,Morning,23,26,123.6,143.55,0,-5,3,1,4053.83,0
C07219,F,23,India,Premium,Monthly,0,51.44,85.19,1,0,1,22,5.6,Night,28,28,113.5,1.35,2,88,3,1,4986.87,0
C07220,M,54,UK,Standard,Annual,0,12.09,81.89,1,0,1,26,6.2,Evening,18,19,126.7,0.8,0,10,4,4,891.17,1
C07221,F,39,USA,Standard,Monthly,1,23.8,151.26,0,1,1,23,2.2,Night,14,29,41.5,62.55,2,5,5,0,5466.84,0
C07222,F,59,UK,Premium,Monthly,1,67.87,185.1,2,0,1,25,1.1,Morning,13,0,143.1,94.05,5,23,2,1,10113.41,0
C07223,M,56,UK,Basic,Monthly,1,45.18,165.69,0,0,0,17,1,Afternoon,25,48,190.2,51.36,2,26,3,3,6980.34,1
C07224,F,24,Canada,Basic,Annual,1,57.25,96.46,1,1,1,15,7.9,Morning,6,15,70,78.81,2,2,3,2,5594.07,1
C07225,F,59,Germany,Premium,Monthly,1,47.97,112.69,0,1,1,17,0.2,Night,23,0,35.7,46.11,1,-20,3,1,4841.27,0
C07226,F,47,USA,Basic,Monthly,1,3.2,33.75,0,0,0,34,6.7,Evening,6,10,180.1,60.97,0,-10,1,2,261.25,1
C07227,M,27,USA,Premium,Annual,1,29.02,70.56,0,0,0,26,1.8,Afternoon,9,0,19.1,71.25,2,100,1,0,1658.19,1
C07228,F,32,India,Standard,Monthly,1,32.8,32.01,0,1,0,26,6.1,Morning,26,11,164.1,143.93,3,28,2,1,915.73,0
C07229,M,23,UK,Basic,Monthly,1,17.35,70.05,0,0,0,18,6.4,Night,25,20,100.2,21.39,0,-24,1,2,1391.6,0
C07230,F,41,UK,Standard,Quarterly,1,13.86,100.77,0,1,1,17,7.6,Morning,23,20,68.7,202.12,2,12,2,1,1727.8,0
C07231,M,19,UK,Basic,Monthly,0,36.77,108.79,0,0,1,25,9.4,Morning,17,41,135.6,181.88,2,2,2,1,4932.75,0
C07232,F,57,USA,Standard,Monthly,1,42.39,87.35,0,2,0,18,2.6,Morning,24,34,63.6,150.2,2,48,1,1,3262.51,0
C07233,M,69,Canada,Basic,Annual,1,44.67,12.96,0,1,1,28,9,Morning,12,20,182.3,129.53,2,26,1,0,454.36,0
C07234,M,32,India,Basic,Monthly,0,43.04,111.41,0,0,0,14,4,Evening,29,2,99.7,0.41,2,-18,1,3,3611.88,0
C07235,M,38,UK,Premium,Monthly,0,12.44,79.29,0,1,1,16,9.4,Morning,29,1,89,21.31,2,7,0,0,594.09,1
C07236,M,35,Canada,Standard,Monthly,1,46.42,99.07,0,0,1,17,7.1,Evening,23,9,106.1,27.97,0,55,5,1,5530.45,0
C07237,M,22,Germany,Standard,Monthly,1,68.94,25.15,2,1,0,11,9.6,Night,28,0,3.4,30,2,34,5,0,1562.08,0
C07238,M,42,USA,Premium,Monthly,1,20.64,115.87,0,0,1,16,6.5,Morning,15,38,120.6,53.23,5,-35,0,1,1141.07,0
C07239,F,53,Germany,Basic,Annual,1,40.84,165.5,0,1,0,15,8.1,Afternoon,23,34,21.7,7.68,0,-2,2,0,8210.49,0
C07240,F,27,USA,Standard,Quarterly,1,51.6,30.34,1,0,0,16,7.8,Afternoon,20,9,22.6,66.18,0,54,2,2,1903.11,0
C07241,M,68,India,Premium,Quarterly,1,48.47,63.11,0,0,1,18,9.1,Night,28,5,161.9,48.64,0,27,5,0,2822.77,0
C07242,M,63,Germany,Basic,Monthly,1,16.95,71.21,0,0,0,25,9.4,Afternoon,16,0,74.1,13.07,3,53,5,1,673.29,1
C07243,M,40,India,Standard,Annual,1,15.88,17.05,2,0,0,26,5.8,Afternoon,11,0,156.5,36.11,1,42,1,1,283.84,0
C07244,M,41,India,Standard,Monthly,0,16.26,94.31,0,1,0,23,9.4,Morning,25,2,69.7,124.37,2,15,4,1,1510.76,0
C07245,F,62,India,Basic,Monthly,1,13.17,34.53,1,0,0,21,0.5,Morning,7,28,129.5,24.58,2,21,3,1,564.66,1
C07246,M,27,Germany,Basic,Annual,1,47.36,39.7,2,1,0,23,3.9,Night,11,10,37.1,55.11,1,22,2,2,1766.2,0
C07247,F,23,Germany,Standard,Quarterly,0,1,124.31,2,0,0,32,9.8,Night,14,22,135.8,45.59,2,46,3,1,587.47,1
C07248,F,30,Germany,Basic,Annual,1,43.99,88.21,0,2,1,16,3.4,Night,16,1,64.9,8.55,1,17,6,1,4538.69,0
C07249,M,38,UK,Standard,Monthly,1,6.14,160.49,0,0,1,30,1.2,Afternoon,20,0,69.7,51.87,1,41,3,2,853.89,1
C07250,M,49,India,Basic,Monthly,1,8.54,10.47,0,0,0,24,6,Morning,19,6,45.5,56.7,2,-36,2,2,196.96,0
C07251,F,60,UK,Standard,Annual,0,16.08,177,0,1,0,20,8.3,Evening,16,50,65.2,41.75,2,7,4,1,3778.43,0
C07252,F,32,USA,Basic,Quarterly,1,54.14,117.26,0,1,0,18,9.4,Evening,23,14,4.2,168.51,1,9,4,2,7932.57,0
C07253,M,19,Germany,Standard,Monthly,1,58.91,139.6,0,1,0,16,4.2,Morning,12,41,198.4,149.51,2,-3,2,0,6627.33,0
C07254,M,32,Canada,Standard,Quarterly,1,43.48,75.2,2,3,0,19,5.5,Afternoon,22,7,76.9,66.35,1,3,4,1,2989.87,0
C07255,M,68,USA,Premium,Monthly,0,9.24,18.7,2,0,0,20,1.4,Evening,25,1,98.8,114.67,4,24,1,2,360.88,0
C07256,F,34,India,Standard,Annual,1,52.85,60.8,0,1,1,20,3.8,Afternoon,21,26,196.4,67.67,2,16,1,1,2506.91,1
C07257,F,37,India,Basic,Monthly,0,19.26,68.04,1,0,0,9,8.2,Afternoon,21,40,21.3,90.79,2,20,1,2,1655.95,1
C07258,M,67,UK,Standard,Annual,0,63.49,84.12,1,0,0,13,0,Morning,30,30,26.8,38.13,1,-24,2,2,4498.6,0
C07259,F,23,Germany,Basic,Monthly,1,16.37,146.8,1,3,0,27,6.6,Night,15,18,14.1,20.57,0,36,7,0,826.57,1
C07260,F,32,Germany,Premium,Annual,1,18.31,157.29,0,1,0,20,6.1,Morning,26,6,70,32.06,0,9,2,1,3858.06,0
C07261,M,34,USA,Premium,Quarterly,0,58.15,182.73,0,0,0,18,2.1,Night,19,33,167.5,207.97,0,17,3,1,10156.87,0
C07262,M,43,USA,Basic,Annual,1,9.41,26.31,1,0,1,25,9.6,Afternoon,16,26,167.6,19.05,3,19,2,0,187.32,1
C07263,F,39,USA,Basic,Quarterly,1,54.39,123.9,1,0,0,22,1.9,Morning,12,21,81,133.11,0,-59,4,0,5470.1,0
C07264,F,26,Canada,Premium,Quarterly,1,54.42,33.14,0,0,0,11,1.3,Morning,23,29,6.7,142.97,1,81,5,0,2237.3,0
C07265,M,29,Canada,Premium,Monthly,1,15.14,163.4,1,0,1,26,6.6,Afternoon,18,42,101.4,162.8,1,28,3,1,3163.42,0
C07266,M,39,India,Standard,Monthly,1,18.96,76.11,0,0,0,18,5.5,Night,19,31,142.7,5.21,1,0,4,3,2186.31,1
C07267,M,40,India,Premium,Monthly,1,36.52,32.63,0,0,0,24,3.8,Evening,18,0,53.8,36.83,0,15,3,0,1495.38,0
C07268,M,54,India,Premium,Monthly,1,25.99,88.15,1,1,1,17,2.2,Night,15,10,68.3,50.98,1,26,5,3,2691.03,0
C07269,M,31,Germany,Standard,Monthly,1,14.22,120.44,1,0,1,24,3.2,Evening,28,18,196.5,85.77,1,48,1,1,928.12,1
C07270,F,41,India,Standard,Monthly,1,40.16,174.39,1,1,0,18,2.2,Afternoon,18,36,105.9,150.81,0,-4,5,1,5895.07,0
C07271,F,25,UK,Standard,Monthly,1,35.81,139.29,0,0,1,21,7.6,Night,15,20,18.4,95.76,1,5,2,3,4677.21,0
C07272,F,43,USA,Basic,Quarterly,0,23.75,143.62,1,2,0,24,4.2,Evening,9,34,35.8,36.18,1,18,1,0,2720.51,1
C07273,F,49,Germany,Basic,Monthly,0,37.2,132.34,0,0,1,20,5,Night,22,9,16.6,101.83,2,-15,5,0,6441.54,0
C07274,M,45,Canada,Standard,Annual,0,49,67.09,1,2,0,12,6.1,Night,14,31,140.6,166.01,1,6,2,1,2419.55,0
C07275,M,49,USA,Standard,Monthly,1,25.29,12.4,0,0,0,20,3.4,Evening,26,28,1.2,14.84,1,-1,1,2,464.58,0
C07276,M,39,India,Basic,Monthly,1,28.3,126.21,1,1,0,28,1.6,Evening,27,9,10.2,113.43,2,18,3,0,3214.62,0
C07277,F,66,Canada,Premium,Monthly,1,7.7,89.04,2,0,0,24,5.3,Morning,16,73,198.6,28.34,0,27,3,1,652.15,1
C07278,F,26,Canada,Standard,Monthly,1,19.44,50.2,0,1,0,23,4,Morning,20,10,0.8,177.36,2,9,2,1,1529.4,0
C07279,F,20,Canada,Basic,Monthly,1,35.53,192.84,3,0,1,16,0.7,Evening,13,1,183.8,89.62,1,54,1,2,5308.55,0
C07280,M,42,USA,Basic,Monthly,0,34.71,84.38,1,2,0,22,5.2,Night,18,9,133.5,148.33,1,-18,4,1,2205.42,0
C07281,F,56,Germany,Premium,Monthly,1,52.69,58.39,1,1,0,27,8.6,Morning,18,43,182.5,149.34,0,1,2,0,3351.52,0
C07282,M,29,USA,Basic,Quarterly,1,3.13,11.45,1,1,0,29,0.4,Night,23,13,67.2,50.18,0,0,3,1,40.33,1
C07283,M,46,UK,Standard,Annual,1,8.68,157.06,0,0,0,19,1,Afternoon,12,15,8.7,90.03,7,8,0,2,1815.32,1
C07284,M,20,India,Basic,Quarterly,1,9.42,43.85,1,0,1,21,2.5,Night,15,35,41,102.54,3,13,3,1,607.21,0
C07285,M,58,Germany,Basic,Monthly,1,25.39,86.65,0,0,1,14,2.3,Evening,13,22,115.1,35.96,5,-68,2,4,3823.19,1
C07286,M,63,Germany,Premium,Monthly,1,8.33,124.16,1,0,0,11,2.9,Evening,17,12,193,51.08,1,13,1,0,149.6,1
C07287,M,40,India,Standard,Quarterly,1,6.69,22.97,0,0,0,23,8.9,Afternoon,28,34,147.5,17.94,1,35,1,0,48.5,1
C07288,F,40,UK,Standard,Monthly,1,10.65,93.68,1,1,0,34,5.9,Morning,17,33,91.9,53.04,3,-1,2,1,538.08,1
C07289,M,35,Canada,Basic,Monthly,1,18.3,18.54,1,0,0,16,6.3,Afternoon,20,29,11.1,101.81,1,27,3,2,474.5,0
C07290,M,28,India,Standard,Annual,0,50.5,88.04,1,0,0,15,1.8,Night,16,5,150.3,86.64,2,-43,1,0,5298.35,0
C07291,F,53,Canada,Basic,Quarterly,1,40.26,37.38,2,0,1,20,5.7,Afternoon,23,0,199.6,153.23,2,16,0,0,1184.06,0
C07292,M,43,India,Premium,Quarterly,1,18.39,14.12,0,1,0,28,7.5,Afternoon,25,3,174.3,92.41,0,18,2,0,123.69,0
C07293,F,25,USA,Premium,Monthly,1,1,48.3,0,1,0,26,7.7,Night,23,31,178,1.87,4,75,1,1,116.38,1
C07294,F,45,UK,Standard,Monthly,1,62.34,132.07,1,1,0,13,4,Morning,30,1,118.6,55.89,1,75,2,0,8577.73,0
C07295,F,35,UK,Basic,Monthly,0,13.75,164.54,0,1,0,23,2.5,Evening,22,18,167.9,81.57,3,24,1,0,2478.41,0
C07296,M,30,India,Standard,Monthly,1,16.68,120.19,0,1,0,20,1.3,Evening,23,0,49,117.72,1,-5,1,0,3590.01,0
C07297,M,53,UK,Standard,Annual,1,67.66,25.99,1,1,1,10,8.1,Afternoon,30,3,7.3,85.66,0,-23,1,4,1556.6,0
C07298,F,59,Canada,Standard,Quarterly,0,58.8,14.88,0,0,0,15,9.5,Morning,14,29,39.2,112.11,0,29,3,3,823.18,0
C07299,M,57,UK,Standard,Monthly,1,31.6,194.01,0,0,0,26,9.4,Afternoon,23,22,83.8,84.36,0,-14,1,2,5841.24,0
C07300,M,61,UK,Basic,Quarterly,1,24.55,183.65,2,0,0,24,1.7,Night,25,24,131.5,40.16,1,54,0,0,3248.23,0
C07301,F,68,UK,Standard,Monthly,1,38.16,160.63,1,0,0,22,0.6,Evening,21,32,86.9,112.87,0,-15,3,3,8516.85,0
C07302,F,29,Germany,Standard,Monthly,1,8.38,110.72,0,0,0,24,7.2,Night,26,40,34.8,63.28,0,5,1,3,1087.44,1
C07303,M,39,India,Standard,Annual,1,8.99,75.2,0,1,0,19,2.6,Evening,27,34,111.3,49.53,2,14,0,4,421.1,1
C07304,F,19,USA,Premium,Monthly,1,47.07,169.8,3,1,1,16,1.9,Morning,14,23,168,191.31,2,18,4,1,6794.31,0
C07305,F,57,USA,Premium,Quarterly,0,7.76,156.38,2,0,0,23,4.2,Afternoon,27,19,18,34.14,1,-38,2,1,1910.73,1
C07306,F,45,Germany,Standard,Monthly,1,18.41,88.78,0,0,0,26,1.8,Night,29,35,15.2,61.97,2,100,3,0,1310.58,0
C07307,M,30,Germany,Standard,Quarterly,1,6.37,87.13,1,0,0,31,4.2,Evening,6,0,162.4,86.86,1,-7,1,1,325.49,1
C07308,M,50,USA,Standard,Monthly,1,1,98.92,1,0,1,29,1.6,Night,30,35,18.3,47.03,1,13,2,1,93.72,1
C07309,M,20,Canada,Basic,Monthly,1,21.59,30.07,0,1,0,21,9,Morning,19,30,36.1,72.94,2,-42,2,1,284,0
C07310,F,51,USA,Standard,Annual,1,37.54,147,0,1,0,22,4.7,Evening,12,0,165.7,30.57,2,-5,4,1,7416.49,0
C07311,M,40,USA,Standard,Quarterly,1,60.04,56.35,0,1,0,23,8.5,Night,16,40,41.7,75.86,1,20,3,1,3911.16,0
C07312,F,49,India,Basic,Annual,1,18.27,197.22,2,2,0,17,9.2,Morning,18,20,106.9,111.94,2,5,8,0,4587.61,0
C07313,M,37,USA,Standard,Monthly,1,19.41,75.2,2,2,1,19,8.7,Evening,27,4,177.5,7.3,2,-50,1,0,1111.09,0
C07314,M,45,USA,Standard,Monthly,1,34.41,71.24,1,1,0,14,2.9,Night,16,36,164.9,45.85,2,0,0,1,1710.96,0
C07315,F,25,UK,Basic,Monthly,1,2.02,140.39,0,1,0,32,9.9,Night,16,27,197.7,29.52,2,3,3,2,325.36,1
C07316,M,20,Germany,Standard,Monthly,1,67.79,151.41,0,0,1,25,8.8,Night,16,62,52.3,24.78,2,28,2,0,8511.98,0
C07317,F,47,USA,Standard,Annual,1,56.37,131.18,0,0,1,18,0.2,Evening,16,16,95.5,121.49,2,14,4,0,8767.06,0
C07318,M,42,USA,Standard,Quarterly,1,57.1,106.14,1,0,0,12,8.2,Night,16,21,72.8,159.58,0,-24,4,0,4928.22,0
C07319,M,47,Canada,Standard,Quarterly,1,58.06,72.42,1,0,0,13,5.4,Night,17,1,52.6,111.16,0,11,4,1,4454.98,0
C07320,F,46,USA,Basic,Quarterly,1,7.44,49.89,1,0,0,20,9.1,Morning,16,20,151.6,71.36,1,-41,3,3,560.75,1
C07321,F,64,India,Basic,Monthly,1,48.34,124.2,0,0,0,9,6,Morning,2,3,122.9,0.44,2,-4,2,1,7982.64,0
C07322,F,47,Canada,Standard,Monthly,1,47.97,51.74,1,2,0,18,8.7,Afternoon,18,8,184.2,102.99,1,57,1,0,2204.54,0
C07323,M,51,USA,Premium,Monthly,1,27.24,83.75,1,1,1,21,4.4,Morning,24,31,34.2,47.96,0,61,1,1,3137.82,0
C07324,M,42,India,Premium,Quarterly,1,38.05,117.36,0,0,0,17,6.4,Afternoon,21,0,103.1,58.48,1,-50,2,1,4170.31,0
C07325,M,34,Germany,Standard,Monthly,1,29.4,122.34,2,0,0,19,6.6,Night,8,36,58.7,60.57,2,46,2,1,3983.34,1
C07326,F,41,USA,Standard,Annual,0,33.13,186.95,4,1,0,16,7.7,Afternoon,2,6,121.7,58.06,1,100,1,0,7040.39,1
C07327,F,55,Germany,Premium,Monthly,1,26.49,40.17,1,0,0,24,1.6,Morning,17,10,162.6,53.65,0,37,6,0,1416.11,0
C07328,F,45,USA,Standard,Monthly,1,52.46,100.41,0,1,0,14,8.7,Evening,22,43,13.4,1.62,0,-5,1,2,5716.74,0
C07329,M,50,Canada,Basic,Annual,0,4.27,174.14,2,0,0,23,7.3,Morning,17,36,47,137.02,5,-34,0,0,3392.44,0
C07330,M,53,Canada,Standard,Monthly,1,52.7,63.21,0,1,1,21,5.8,Afternoon,30,21,3.7,161.2,0,-2,0,2,2785.87,0
C07331,F,68,India,Standard,Annual,1,18.72,109.35,0,1,1,25,5.5,Evening,17,19,83.4,36.36,2,2,3,0,2212.71,0
C07332,M,24,UK,Standard,Monthly,1,35.02,125.87,1,1,0,31,0,Morning,28,38,128.4,141.41,3,-71,2,0,5126.09,0
C07333,F,40,India,Standard,Monthly,1,14.72,139.82,1,1,0,14,2.9,Morning,15,31,50.7,170.59,4,-1,3,1,3969.37,0
C07334,M,63,USA,Premium,Quarterly,1,31.51,131.19,0,1,0,17,1.4,Night,17,35,161.5,69.36,0,-47,5,3,2907.16,0
C07335,M,43,Germany,Basic,Monthly,1,43.73,108.9,0,0,0,15,8.3,Night,22,4,9.1,3.96,0,76,1,3,4080.63,1
C07336,F,31,Germany,Standard,Quarterly,1,16.98,53.48,2,0,0,28,2.2,Night,17,4,2.8,1.29,0,16,1,1,638.23,0
C07337,M,59,USA,Standard,Annual,1,31.58,160.04,2,0,0,18,2,Afternoon,16,8,147.6,20.6,1,28,2,1,6790.77,0
C07338,M,45,UK,Basic,Quarterly,0,1,186.66,1,0,1,32,8.2,Morning,10,27,161.8,38.45,3,-52,0,1,407.09,1
C07339,F,41,UK,Standard,Monthly,0,53.24,138.58,0,0,1,12,3.4,Morning,30,62,85.5,70.66,1,13,3,0,7648.28,0
C07340,F,24,UK,Standard,Annual,0,16.1,73.65,0,0,1,29,0.5,Afternoon,28,22,94.5,190.35,2,8,1,0,850.42,0
C07341,M,65,USA,Standard,Annual,1,43.54,199.37,0,0,1,23,8.2,Morning,24,24,47.7,12.71,4,-4,3,1,10061.57,0
C07342,F,53,Canada,Basic,Quarterly,1,40.74,53.13,2,0,0,26,6.5,Morning,14,4,22.9,151.6,1,30,2,2,1226.18,0
C07343,M,56,Canada,Basic,Monthly,0,32.4,199.91,1,1,0,23,5.7,Night,21,26,125.9,0.42,1,80,2,2,4044.85,0
C07344,F,32,USA,Standard,Monthly,0,9.17,107,0,0,0,23,4.8,Morning,10,13,91.5,81.68,2,-38,4,0,994.41,0
C07345,M,66,Canada,Standard,Quarterly,1,6.49,111.63,0,0,0,21,0.4,Morning,25,20,152,12.15,0,-8,2,0,280.37,1
C07346,M,20,UK,Standard,Monthly,1,45.98,120.73,0,2,0,21,6.1,Evening,23,51,70.9,165.25,3,-10,0,1,4415.26,0
C07347,F,65,Canada,Basic,Annual,1,35.11,35.37,1,1,0,21,1.1,Night,22,9,140.4,144.04,2,48,2,1,1163.1,0
C07348,M,19,USA,Standard,Quarterly,1,54.23,142.61,0,0,1,18,7.4,Afternoon,22,0,160.8,168.54,0,58,3,2,5486.23,0
C07349,M,24,Canada,Basic,Monthly,0,13.38,98.47,0,0,1,23,9.5,Afternoon,11,0,62.2,125.96,1,66,3,1,2383.12,0
C07350,F,33,Canada,Basic,Quarterly,1,17.56,68.93,3,0,0,18,5.9,Afternoon,29,30,166.3,33.7,0,-46,2,2,858.32,1
C07351,F,38,Canada,Basic,Monthly,1,1,151.83,2,1,1,27,0.4,Afternoon,24,28,108.4,45.94,3,-2,5,2,491.5,1
C07352,M,26,Canada,Basic,Monthly,0,59.93,146.59,0,1,0,18,6.2,Afternoon,23,0,24.3,50.78,1,29,3,0,9614.24,0
C07353,F,29,USA,Basic,Monthly,0,40.76,18.04,0,0,0,19,0.1,Evening,12,46,32.8,15.25,4,27,2,2,1124.76,0
C07354,F,46,India,Standard,Annual,1,1,61.81,0,2,0,24,6.9,Afternoon,19,26,133.9,82.68,2,50,4,0,288.46,1
C07355,M,41,Canada,Premium,Monthly,1,36.03,55.18,0,0,0,19,8.9,Evening,29,20,144.2,63.46,2,-44,2,0,1833.82,0
C07356,M,50,India,Basic,Annual,1,11.34,74.87,0,1,0,21,5.2,Evening,20,10,126.6,171.43,0,25,3,0,1363.03,0
C07357,F,31,USA,Basic,Quarterly,0,42.42,90.15,1,0,0,18,1.4,Afternoon,22,41,103.4,73.59,1,-24,1,0,3540.32,0
C07358,F,60,Germany,Premium,Quarterly,1,24.8,170.45,0,0,0,16,6.2,Afternoon,16,14,77.3,85.09,0,-15,2,1,2968.26,0
C07359,F,35,India,Premium,Annual,1,21.81,143.73,0,0,0,23,6.8,Morning,21,26,75.6,111.63,0,-4,0,0,3647.65,0
C07360,M,22,USA,Standard,Annual,1,38.53,176.92,0,0,0,14,1.7,Afternoon,22,40,199.3,136.05,3,35,1,0,6785.96,0
C07361,M,32,Germany,Basic,Monthly,1,49.54,139.49,0,0,1,12,2,Afternoon,30,33,198.7,134.76,0,-16,3,0,6073.58,0
C07362,M,24,Canada,Basic,Annual,0,11.3,32.78,0,1,1,18,3.5,Morning,16,30,42.8,52.42,0,65,2,2,284.34,1
C07363,M,42,USA,Premium,Monthly,1,16.87,94.94,0,0,1,25,5.7,Evening,13,4,195.6,34.42,2,75,2,0,2622.68,0
C07364,M,31,UK,Premium,Monthly,1,20.92,132.85,0,0,0,29,5,Night,1,24,193,27.01,1,-26,3,1,2078.83,1
C07365,M,69,Germany,Standard,Quarterly,0,11.87,99.8,2,0,0,22,4.3,Evening,24,39,80.1,16.95,1,0,0,2,1256.33,1
C07366,M,57,UK,Premium,Annual,0,1,32.79,1,0,1,44,7.3,Afternoon,28,46,3.1,60.09,2,12,2,2,34.54,1
C07367,F,53,Canada,Basic,Monthly,1,8.68,20.33,0,0,1,23,2,Evening,22,23,84.5,67.4,0,-14,3,0,73.7,1
C07368,F,52,Canada,Basic,Monthly,0,22.94,77.03,0,0,0,25,1.3,Morning,30,11,52.3,22.07,2,26,2,2,2576.66,0
C07369,M,61,India,Basic,Quarterly,0,9.43,166.54,0,2,0,30,4.8,Morning,17,21,199.2,51.6,1,-10,4,1,2093.22,1
C07370,M,67,Canada,Basic,Quarterly,1,55.77,156.78,0,0,1,9,4,Evening,17,32,196.4,18.59,3,52,4,1,10211.72,0
C07371,M,41,India,Standard,Monthly,1,46.47,186.04,1,0,1,15,1.3,Afternoon,18,50,182.8,48.94,3,-18,5,0,11501.86,0
